160000, 320000, 480000, 640000, 800000, 960000, 1120000
12, 20, 16, 16, 17, 13, 16
131, 452, 566, 845, 887, 760, 1464
79, 286, 357, 550, 550, 504, 951
11, 18, 22, 20, 15, 23, 23
103, 397, 467, 699, 690, 627, 1243
127, 567, 573, 853, 792, 803, 1532
