160000, 320000, 480000, 640000, 800000, 960000, 1120000
12, 20, 15, 14, 15, 12, 16
128, 513, 710, 600, 1001, 813, 1334
83, 337, 430, 379, 652, 537, 750
10, 18, 35, 16, 21, 19, 20
106, 421, 540, 477, 815, 670, 777
127, 510, 659, 580, 995, 1157, 940
